term,topic_id,enrichment_data
structural forms,1.4,"{""explanation"":""Different atomic/molecular arrangements of elements yielding varied physical properties."",""urdu_meaning"":""ساختی اشکال - ایٹمی/سالماتی ترتیب کی مختلف اقسام"",""term_type"":""concept"",""example_sentence"":""Carbon's structural forms range from 3D diamond to 2D graphene."",""properties"":{""key_principle"":""Bonding geometry"",""related_concepts"":[""polymorphism"",""isomerism"",""nanostructures"",""coordination environments""],""real_world_example"":""Titanium alloys with alpha/beta phases""}}"
sulfur,1.4,"{""explanation"":""Element with atomic number 16 exhibiting multiple allotropes including rhombic and monoclinic forms."",""urdu_meaning"":""گندھک - ایٹمی نمبر 16 والا عنصر"",""term_type"":""element"",""example_sentence"":""Sulfur allotropy involves S₈ rings with different crystal packings."",""properties"":{""symbol"":""S"",""atomic_number"":16,""category"":""nonmetal"",""state_room_temp"":""solid"",""common_uses"":[""sulfuric acid"",""vulcanization"",""fertilizers"",""pharmaceuticals""]}}"
temperature,1.4,"{""explanation"":""Factor controlling allotrope stability; monoclinic sulfur forms above 95.6°C."",""urdu_meaning"":""درجہ حرارت - ساختی پائیداری کو کنٹرول کرنے والا عنصر"",""term_type"":""property"",""example_sentence"":""Temperature-dependent allotropy explains iron's crystal structure changes."",""properties"":{""key_principle"":""Thermodynamic phase stability"",""related_concepts"":[""phase transitions"",""allotropy"",""kinetics"",""thermal expansion""],""real_world_example"":""Heat treatment of steel""}}"
tetrahedral network,1.4,"{""explanation"":""3D structure with sp³-hybridized atoms forming diamond-like lattices with high symmetry."",""urdu_meaning"":""چہار سطحی جال - ایس پی تھری ہائبرڈائزڈ ایٹموں کی تین جہتی ساخت"",""term_type"":""concept"",""example_sentence"":""Silicon's tetrahedral network enables semiconductor properties."",""properties"":{""key_principle"":""Cubic crystal system"",""related_concepts"":[""diamond cubic"",""zincblende"",""wurtzite"",""tetrahedral voids""],""real_world_example"":""Zinc sulfide phosphors""}}"
van der waals forces,1.4,"{""explanation"":""Weak intermolecular attractions between graphite layers allowing easy shear movement."",""urdu_meaning"":""وان ڈر والز قوّتیں - سالمات کے درمیان کمزور کشش"",""term_type"":""concept"",""example_sentence"":""Van der Waals forces enable mechanical exfoliation of graphene sheets."",""properties"":{""key_principle"":""Transient dipole interactions"",""related_concepts"":[""London dispersion"",""graphite lubrication"",""interlayer spacing"",""surface adsorption""],""real_world_example"":""Gecko adhesion mechanisms""}}"
alloy,1.5,"{""explanation"":""Metallic solid solution or mixture exhibiting enhanced properties over pure metals."",""urdu_meaning"":""بھرت - دھاتوں کا مرکب یا محلول"",""term_type"":""concept"",""example_sentence"":""Stainless steel's chromium alloy prevents iron oxidation."",""properties"":{""key_principle"":""Solid solution strengthening"",""related_concepts"":[""interstitial compounds"",""phase diagrams"",""corrosion resistance"",""superalloys""],""real_world_example"":""Aircraft turbine blades""}}"
atomic structure,1.5,"{""explanation"":""Organization of protons/neutrons in nucleus with electrons in orbitals determining element properties."",""urdu_meaning"":""ایٹمی ساخت - مرکزے اور الیکٹرانوں کی ترتیب"",""term_type"":""concept"",""example_sentence"":""Atomic structure explains periodic trends in chemical behavior."",""properties"":{""key_principle"":""Quantum mechanical model"",""related_concepts"":[""electron configuration"",""isotopes"",""ionization energy"",""atomic spectra""],""real_world_example"":""Semiconductor doping""}}"
atomic theory,1.5,"{""explanation"":""Scientific model stating all matter comprises atoms that combine in fixed ratios."",""urdu_meaning"":""ایٹمی نظریہ - مادّہ ایٹموں پر مشتمل ہے"",""term_type"":""concept"",""example_sentence"":""Dalton's atomic theory explains conservation of mass in reactions."",""properties"":{""key_principle"":""Indivisible units"",""related_concepts"":[""conservation laws"",""stoichiometry"",""quantum theory"",""chemical bonding""],""real_world_example"":""Predicting reaction yields""}}"
atoms,1.5,"{""explanation"":""Smallest units of elements retaining chemical properties, composed of subatomic particles."",""urdu_meaning"":""ایٹم - عناصر کی سب سے چھوٹی اکائی"",""term_type"":""concept"",""example_sentence"":""Atoms bond via electron interactions to form compounds."",""properties"":{""key_principle"":""Nucleus-electron attraction"",""related_concepts"":[""protons"",""neutrons"",""electrons"",""atomic mass""],""real_world_example"":""Isotopic tracers in medicine""}}"
calcium,1.5,"{""explanation"":""Alkaline earth metal essential for biological systems and construction materials."",""urdu_meaning"":""کیلشیم - ایک دھاتی عنصر"",""term_type"":""element"",""example_sentence"":""Calcium ions regulate muscle contraction and blood clotting."",""properties"":{""symbol"":""Ca"",""atomic_number"":20,""category"":""metal"",""state_room_temp"":""solid"",""common_uses"":[""cement"",""supplements"",""alloys"",""deoxidizer""]}}"
carbon,1.5,"{""explanation"":""Fundamental element in organic chemistry with diverse bonding capabilities."",""urdu_meaning"":""کاربن - نامیاتی کیمسٹری کا بنیادی عنصر"",""term_type"":""element"",""example_sentence"":""Carbon forms covalent networks in diamond and molecular solids in fullerenes."",""properties"":{""symbol"":""C"",""atomic_number"":6,""category"":""nonmetal"",""state_room_temp"":""solid"",""common_uses"":[""fuels"",""plastics"",""steel"",""biological molecules""]}}"
carbon dioxide,1.5,"{""explanation"":""Linear triatomic compound essential for photosynthesis and climate regulation."",""urdu_meaning"":""کاربن ڈائی آکسائیڈ - سیدھے ساختی والا مرکب"",""term_type"":""compound"",""example_sentence"":""Carbon dioxide dissolves in water forming carbonic acid."",""properties"":{""formula"":""CO₂"",""molar_mass"":""44.01 g/mol"",""state_room_temp"":""gas"",""hazards"":[""asphyxiant"",""acidification"",""greenhouse gas""]}}"
chemical bonds,1.5,"{""explanation"":""Forces holding atoms together via electron sharing/transfer, including ionic/covalent/metallic bonds."",""urdu_meaning"":""کیمیائی بندھن - ایٹموں کو جوڑنے والی قوّتیں"",""term_type"":""concept"",""example_sentence"":""Chemical bonds determine compound stability and reactivity."",""properties"":{""key_principle"":""Electronegativity differences"",""related_concepts"":[""bond energy"",""molecular orbitals"",""VSEPR theory"",""coordination complexes""],""real_world_example"":""Enzyme-substrate specificity""}}"
chemical combination,1.5,"{""explanation"":""Process where elements react to form compounds with new properties."",""urdu_meaning"":""کیمیائی اتحاد - عناصر کا تعامل کرکے مرکّب بنانا"",""term_type"":""concept"",""example_sentence"":""Chemical combination of sodium and chlorine yields table salt."",""properties"":{""key_principle"":""Definite proportions"",""related_concepts"":[""stoichiometry"",""synthesis"",""reaction mechanisms"",""bond formation""],""real_world_example"":""Haber process ammonia synthesis""}}"
chemical engineering,1.5,"{""explanation"":""Discipline applying chemistry principles to industrial processes and material production."",""urdu_meaning"":""کیمیائی ہندسیات - صنعتی عمل میں کیمسٹری کا اطلاق"",""term_type"":""other"",""example_sentence"":""Chemical engineering designs reactors for large-scale compound synthesis."",""properties"":{""description"":""Applied chemistry"",""relevance"":""Compound/mixture processing""}}"
chemical reactions,1.5,"{""explanation"":""Processes where substances transform into new products via bond breaking/formation."",""urdu_meaning"":""کیمیائی تعاملات - بانڈ ٹوٹنے/بننے کے عمل"",""term_type"":""process"",""example_sentence"":""Combustion reactions convert hydrocarbons to CO₂ and H₂O."",""properties"":{""key_principle"":""Mass/energy conservation"",""related_concepts"":[""stoichiometry"",""kinetics"",""equilibrium"",""catalysis""],""real_world_example"":""Battery discharge processes""}}"
chemical symbol,1.5,"{""explanation"":""Abbreviated element representation (e.g., H for hydrogen) derived from Latin/Greek names."",""urdu_meaning"":""کیمیائی علامت - عنصر کی مختصر شکل"",""term_type"":""other"",""example_sentence"":""Chemical symbols standardize notation in equations (e.g., 2H₂ + O₂ → 2H₂O)."",""properties"":{""description"":""Element notation"",""relevance"":""Chemical communication""}}"
chlorine,1.5,"{""explanation"":""Halogen element forming ionic salts and covalent compounds like chlorofluorocarbons."",""urdu_meaning"":""کلورین - ہیلوجن عنصر"",""term_type"":""element"",""example_sentence"":""Chlorine disinfects water through oxidation reactions."",""properties"":{""symbol"":""Cl"",""atomic_number"":17,""category"":""nonmetal"",""state_room_temp"":""gas"",""common_uses"":[""PVC"",""bleach"",""water treatment"",""pharmaceuticals""]}}"
compounds,1.5,"{""explanation"":""Substances formed by chemical bonding of elements in fixed proportions with new properties."",""urdu_meaning"":""مرکّبات - عناصر کے کیمیائی اتحاد سے بننے والے مادّے"",""term_type"":""concept"",""example_sentence"":""Sodium chloride compounds exhibit ionic conductivity when molten."",""properties"":{""key_principle"":""Definite composition"",""related_concepts"":[""stoichiometry"",""molecular formula"",""isomerism"",""purity""],""real_world_example"":""Pharmaceutical active ingredients""}}"
constituent elements,1.5,"{""explanation"":""Elements composing a compound, separable only by chemical methods."",""urdu_meaning"":""جزوی عناصر - مرکّب کو بنانے والے عناصر"",""term_type"":""concept"",""example_sentence"":""Electrolysis separates water into constituent elements hydrogen and oxygen."",""properties"":{""key_principle"":""Elemental conservation"",""related_concepts"":[""analysis"",""decomposition"",""stoichiometry"",""conservation of mass""],""real_world_example"":""Metallurgical extraction""}}"
electrolysis,1.5,"{""explanation"":""Process decomposing compounds using electrical energy to drive redox reactions."",""urdu_meaning"":""برق پاشیدگی - برقی توانائی سے مرکّبات کو تحلیل کرنا"",""term_type"":""process"",""example_sentence"":""Electrolysis of brine produces chlorine gas and sodium hydroxide."",""properties"":{""key_principle"":""Faraday's laws"",""related_concepts"":[""electroplating"",""anode/cathode"",""overpotential"",""electrochemical cells""],""real_world_example"":""Aluminum production""}}"
