term,topic_id,enrichment_data
trace amounts,8.5,"{""explanation"": ""Trace amounts refer to very small quantities of a substance present in a sample or system, often at concentrations measured in parts per million (ppm) or parts per billion (ppb)."", ""urdu_meaning"": ""قلیل مقداریں - کسی مادے کی بہت کم مقدار"", ""term_type"": ""concept"", ""example_sentence"": ""Some alkaline earth metals like strontium are found in trace amounts in the human body, though their essentiality is debated."", ""properties"": {""key_principle"": ""Minute quantities of a chemical element or compound."", ""related_concepts"": [""concentration"", ""ppm"", ""ppb"", ""micronutrients"", ""impurities"", ""analytical chemistry""], ""real_world_example"": ""Trace amounts of certain metals in drinking water; essential trace elements in nutrition.""}}"
valence electrons,8.5,"{""explanation"": ""Valence electrons are the electrons in the outermost shell of an atom, which are involved in chemical bonding. Alkaline earth metals (Group 2) all have two valence electrons."", ""urdu_meaning"": ""ویلنس الیکٹران - بیرونی شیل میں موجود الیکٹران"", ""term_type"": ""concept"", ""example_sentence"": ""The two valence electrons of alkaline earth metals are readily lost to form +2 ions, defining their chemical reactivity."", ""properties"": {""key_principle"": ""Electrons in the highest occupied principal energy level of an atom, determining its chemical behavior."", ""related_concepts"": [""electron configuration"", ""outermost shell"", ""chemical bonding"", ""octet rule"", ""ns² configuration"", ""alkaline earth metals""], ""real_world_example"": ""Magnesium ([Ne] 3s²) has two valence electrons in the 3s orbital.""}}"
x-ray tubes,8.5,"{""explanation"": ""X-ray tubes are vacuum tubes that generate X-rays by accelerating electrons to a high velocity with a high-voltage field and then decelerating them by collision with a target material. Beryllium is often used for the exit window.", ""urdu_meaning"": ""ایکسرے ٹیوب - ایکسرے پیدا کرنے والے ویکیوم ٹیوب"", ""term_type"": ""other"", ""example_sentence"": ""Beryllium's low atomic number and high transparency to X-rays make it an ideal material for windows in X-ray tubes."", ""properties"": {""description"": ""A device that produces X-rays."", ""contextual_relevance"": ""Beryllium (an alkaline earth metal) is used as the window material in X-ray tubes because it has low X-ray absorption, allowing X-rays to exit the tube efficiently.""}}"
acid-base indicators,9.1,"{""explanation"": ""Acid-base indicators are weak acids or bases whose conjugate forms have different colors in solution, used to visually signal the approximate pH or the endpoint of a titration."", ""urdu_meaning"": ""تیزاب-اساس انڈیکیٹر - پی ایچ یا ٹائٹریشن کے اختتام کی نشاندہی کرنے والے مادے"", ""term_type"": ""concept"", ""example_sentence"": ""Litmus paper is a common acid-base indicator that turns red in acidic solutions and blue in alkaline solutions."", ""properties"": {""key_principle"": ""Substances that change color depending on the pH of the solution."", ""related_concepts"": [""pH"", ""acids"", ""bases"", ""titration"", ""endpoint"", ""color change"", ""weak acids"", ""weak bases"", ""litmus"", ""phenolphthalein"", ""methyl orange""], ""real_world_example"": ""Phenolphthalein indicator turning pink in a basic solution during titration.""}}"
acid-base reactions,9.1,"{""explanation"": ""Acid-base reactions are chemical reactions between an acid and a base, typically resulting in the formation of a salt and water (neutralization), or involving proton or electron pair transfer."", ""urdu_meaning"": ""تیزاب-اساس تعاملات - تیزاب اور اساس کے درمیان کیمیائی ردعمل"", ""term_type"": ""process"", ""example_sentence"": ""The reaction between hydrochloric acid (HCl) and sodium hydroxide (NaOH) is a classic example of an acid-base reaction."", ""properties"": {""key_principle"": ""Chemical processes involving the interaction of acidic and basic species, often leading to neutralization."", ""related_concepts"": [""neutralization"", ""acids"", ""bases"", ""salts"", ""water"", ""proton transfer (Brønsted-Lowry)"", ""electron pair transfer (Lewis)"", ""pH""], ""real_world_example"": ""Antacids neutralizing stomach acid; titration of vinegar with a base.""}}"
acid-base titrations,9.1,"{""explanation"": ""Acid-base titrations are quantitative chemical analysis methods used to determine the concentration of an unknown acidic or basic solution by reacting it with a solution of known concentration."", ""urdu_meaning"": ""تیزاب-اساس ٹائٹریشن - نامعلوم محلول کا ارتکاز معلوم کرنے کا طریقہ"", ""term_type"": ""process"", ""example_sentence"": ""In an acid-base titration, an indicator is often used to signal the equivalence point where the acid and base have completely neutralized each other."", ""properties"": {""key_principle"": ""A volumetric analysis technique to determine the concentration of an acid or base by controlled neutralization."", ""related_concepts"": [""titration"", ""neutralization"", ""acids"", ""bases"", ""equivalence point"", ""endpoint"", ""indicator"", ""standard solution"", ""stoichiometry""], ""real_world_example"": ""Determining the molarity of an acetic acid solution by titrating it with a standard NaOH solution.""}}"
acidic solutions,9.1,"{""explanation"": ""Acidic solutions are aqueous solutions that have a pH less than 7, characterized by a higher concentration of hydrogen ions (H⁺) or hydronium ions (H₃O⁺) than hydroxide ions (OH⁻)."", ""urdu_meaning"": ""تیزابی محلول - پی ایچ 7 سے کم والے آبی محلول"", ""term_type"": ""concept"", ""example_sentence"": ""Lemon juice and vinegar are common examples of acidic solutions due to the presence of citric acid and acetic acid, respectively."", ""properties"": {""key_principle"": ""Aqueous solutions with [H⁺] > [OH⁻], resulting in pH < 7."", ""related_concepts"": [""pH"", ""acids"", ""hydrogen ion"", ""hydronium ion"", ""Arrhenius acids"", ""Brønsted-Lowry acids"", ""Lewis acids""], ""real_world_example"": ""Stomach acid (primarily HCl), battery acid (H₂SO₄).""}}"
acids,9.1,"{""explanation"": ""Acids are chemical substances that, according to various theories, produce hydrogen ions (H⁺) in water (Arrhenius), donate protons (Brønsted-Lowry), or accept electron pairs (Lewis)."", ""urdu_meaning"": ""تیزاب - پروٹان دینے والے یا الیکٹران جوڑا قبول کرنے والے کیمیائی مادے"", ""term_type"": ""concept"", ""example_sentence"": ""Strong acids like sulfuric acid completely dissociate in water, while weak acids like acetic acid only partially dissociate."", ""properties"": {""key_principle"": ""Substances that increase H⁺ concentration, donate protons, or accept electron pairs."", ""related_concepts"": [""bases"", ""pH"", ""acid-base reactions"", ""neutralization"", ""Arrhenius theory"", ""Brønsted-Lowry theory"", ""Lewis theory"", ""strong acids"", ""weak acids"", ""conjugate acid-base pair""], ""real_world_example"": ""Hydrochloric acid (HCl), Acetic acid (CH₃COOH), Citric acid.""}}"
alkaline solutions,9.1,"{""explanation"": ""Alkaline solutions, also known as basic solutions, are aqueous solutions with a pH greater than 7, characterized by a higher concentration of hydroxide ions (OH⁻) than hydrogen ions (H⁺)."", ""urdu_meaning"": ""اساسی محلول / قلوی محلول - پی ایچ 7 سے زیادہ والے آبی محلول"", ""term_type"": ""concept"", ""example_sentence"": ""Solutions of sodium hydroxide or ammonia are common alkaline solutions used in cleaning."", ""properties"": {""key_principle"": ""Aqueous solutions with [OH⁻] > [H⁺], resulting in pH > 7."", ""related_concepts"": [""pH"", ""bases"", ""alkalis"", ""hydroxide ion"", ""Arrhenius bases"", ""Brønsted-Lowry bases"", ""Lewis bases""], ""real_world_example"": ""Soapy water, household bleach, solutions of metal hydroxides.""}}"
alkalis,9.1,"{""explanation"": ""Alkalis are a subset of bases that are soluble in water and produce hydroxide ions (OH⁻) in solution, typically strong bases like NaOH or KOH."", ""urdu_meaning"": ""الکلی / قلویات - پانی میں حل پذیر مضبوط اساس"", ""term_type"": ""concept"", ""example_sentence"": ""Common alkalis include sodium hydroxide (lye) and potassium hydroxide (caustic potash)."", ""properties"": {""key_principle"": ""Water-soluble bases, usually ionic hydroxides, that readily dissociate to give OH⁻ ions."", ""related_concepts"": [""bases"", ""alkaline solutions"", ""hydroxide ion"", ""pH"", ""Arrhenius bases"", ""strong bases"", ""metal hydroxides""], ""real_world_example"": ""Sodium hydroxide used in soap making, calcium hydroxide (slaked lime) used to neutralize acidic soil.""}}"
aqueous solutions,9.1,"{""explanation"": ""Aqueous solutions are solutions in which water is the solvent. Many acid-base reactions occur in aqueous solutions."", ""urdu_meaning"": ""آبی محلول - وہ محلول جن میں پانی سالوینٹ ہو"", ""term_type"": ""concept"", ""example_sentence"": ""The pH scale is used to measure the acidity or alkalinity of aqueous solutions."", ""properties"": {""key_principle"": ""A homogeneous mixture where water is the solvent."", ""related_concepts"": [""solution"", ""solvent"", ""solute"", ""dissociation"", ""ionization"", ""pH"", ""acids"", ""bases"", ""electrolytes""], ""real_world_example"": ""Saltwater, sugar dissolved in water, solutions of acids or bases.""}}"
